Volcano Name,Country,Latitude,Longitude,Elevation (m),Type,Status,Last Known Eruption,year,mo,dy,tsu,eq,vei,deaths,damage_mil,houses_destroyed,total_deaths,total_damage_mil
Davidof,United States,51.97,178.33,328,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Fisher,United States,54.65,-164.43,1112,Stratovolcano,Historical,D3,,,,,,,,,,,
Kuttara,Japan,42.491,141.16,549,Stratovolcano,Tephrochronology,D3,,,,,,,,,,,
Cobb Segment,Pacific Ocean,46.88,-129.33,-2100,Submarine volcano,Historical,D1,,,,,,,,,,,
Unnamed,Pacific Ocean,-25.78,168.63,-2400,Submarine volcano,Hydrophonic,D1,,,,,,,,,,,
Tigalalu,Indonesia,0.07,127.42,422,Unknown,Holocene,U,,,,,,,,,,,
Brennisteinsfjoll,Iceland,63.933,-21.783,610,Crater rows,Historical,D6,,,,,,,,,,,
Erciyes Volcanic Complex,Turkey,38.531,35.447,3864,Stratovolcano,Holocene,U,,,,,,,,,,,
Melbourne,Antarctica,-74.35,164.7,2732,Stratovolcano,Tephrochronology,D4,,,,,,,,,,,
Apaneca Range,El Salvador,13.872,-89.742,2028,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Tonga,-21.07,-175.33,0,Not Volcanic,Historical,D2,,,,,,,,,,,
Chiliques,Chile,-23.58,-67.7,5778,Stratovolcano,Holocene?,?,,,,,,,,,,,
Ticsani,Peru,-16.755,-70.595,5408,Stratovolcano,Holocene,U,,,,,,,,,,,
Cherny,Russia,56.82,159.67,1778,Stratovolcano,Holocene,U,,,,,,,,,,,
Afdera,Ethiopia,13.088,40.853,1250,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
NW Eifuku,United States,21.485,144.043,-1535,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Licto,Ecuador,-1.78,-78.613,3336,Scoria cone,Holocene,U,,,,,,,,,,,
Antillanca Volcanic Complex,Chile,-40.783,-72.15,1979,Stratovolcano,Holocene,U,,,,,,,,,,,
Terpuk,Russia,57.2,159.83,765,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
Duncan Canal,United States,56.5,-133.1,15,Unknown,Holocene,U,,,,,,,,,,,
Jaraguay Volcanic Field,Mexico,29.33,-114.5,960,Cinder cone,Holocene,U,,,,,,,,,,,
"Marha, Jabal el-",Yemen,15.245,44.236,2506,Tuff cone,Holocene,U,,,,,,,,,,,
Antuco,Chile,-37.406,-71.349,2979,Stratovolcano,Historical,D3,,,,,,,,,,,
Olca-Paruma,Bolivia,-20.939,-68.413,5705,Stratovolcano,Historical,D3,,,,,,,,,,,
"Tara, Batu",Indonesia,-7.791,123.585,633,Stratovolcano,Historical,D3,,,,,,,,,,,
Ushkovsky,Russia,56.113,160.509,3943,Compound volcano,Historical,D3,,,,,,,,,,,
Mount Haddington Volc Field,Antarctica,-64.15,-57.75,1630,Shield,Holocene,Unknown,,,,,,,,,,,
Yunaska,United States,52.643,-170.629,550,Shield volcano,Historical,D2,,,,,,,,,,,
"San Luis, Isla",Mexico,29.97,-114.4,180,Tuff cone,Holocene,U,,,,,,,,,,,
Akusekijima,Japan,29.465,129.594,555,Stratovolcanoes,Holocene?,?,,,,,,,,,,,
Sharat Kovakab,Syria,36.536,40.858,516,Volcanic field,Holocene,U,,,,,,,,,,,
Sollipulli,Chile,-38.97,-71.52,2282,Caldera,Radiocarbon,D6,,,,,,,,,,,
"Haylan, Jabal",Yemen,15.4,45.1,1550,Volcanic field,Anthropology,D7,,,,,,,,,,,
Baru,Panama,8.808,-82.543,3474,Complex volcano,Historical,D5,,,,,,,,,,,
Baluran,Indonesia,-7.85,114.37,1247,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Arayat,Philippines,15.2,120.742,1026,Stratovolcano,Holocene,U,,,,,,,,,,,
Escanaba Segment,Pacific Ocean,40.98,-127.5,-1700,Submarine volcano,Uranium-series,D7,,,,,,,,,,,
Akutan,United States,54.134,-165.986,1303,Stratovolcano,Historical,D1,,,,,,,,,,,
Kula,Turkey,38.58,28.52,750,Cinder cone,Holocene,U,,,,,,,,,,,
Udintsev Transform,Pacific Ocean,-56.153,-143.373,-5700,Submarine volcano,Uncertain,?,,,,,,,,,,,
West Crater,United States,45.88,-122.08,1329,Volcanic field,Radiocarbon,D7,,,,,,,,,,,
Piratkovsky,Russia,52.113,157.849,1322,Stratovolcano,Holocene,U,,,,,,,,,,,
Emmons Lake Volcanic Center,United States,55.341,-162.073,1436,Caldera,Holocene,U,,,,,,,,,,,
Tipas,Argentina,-27.196,-68.561,6658,Complex volcano,Holocene,U,,,,,,,,,,,
Garove,Papua New Guinea,-4.687,149.511,368,Stratovolcano,Holocene,U,,,,,,,,,,,
Platanar,Costa Rica,10.3,-84.366,2267,Stratovolcano,Holocene,U,,,,,,,,,,,
Behm Canal-Rudyerd Bay,United States,55.32,-131.05,500,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Bald Knoll,United States,37.328,-112.408,2135,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Rakkibetsudake [Demon],Russia,45.5,148.85,1205,Stratovolcano,Holocene,U,,,,,,,,,,,
"Negrillar, La",Chile,-24.319,-68.59,4220,Pyroclastic cone,Holocene,Unknown,,,,,,,,,,,
Jalua,Eritrea,15.042,39.82,713,Stratovolcano,Holocene,U,,,,,,,,,,,
Trollagigar,Iceland,64.43,-18.13,1000,Crater rows,Historical,D3,,,,,,,,,,,
"Yumia, Cerro",Bolivia,-21.5,-67.5,4050,Cone,Holocene,Unknown,,,,,,,,,,,
Namarunu,Kenya,1.98,36.43,817,Shield volcano,Tephrochronology,D7,,,,,,,,,,,
Hakusan,Japan,36.155,136.771,2702,Stratovolcano,Historical,D5,,,,,,,,,,,
Zapatera,Nicaragua,11.73,-85.82,629,Shield volcano,Holocene,U,,,,,,,,,,,
Khanuy Gol,Mongolia,48.67,102.75,1886,Volcanic field,Holocene,U,,,,,,,,,,,
Bliznets,Russia,56.97,159.78,1244,Stratovolcano,Holocene,U,,,,,,,,,,,
Nabukelevu,Tonga,-19.12,177.98,805,Lava domes,Radiocarbon,D5,,,,,,,,,,,
Vysoky,Russia,55.064,160.765,2129,Stratovolcano,Holocene,U,,,,,,,,,,,
Hanish,Yemen,13.72,42.73,422,Shield volcano,Holocene,U,,,,,,,,,,,
Heart Peaks,Canada,58.6,-131.97,2012,Shield volcano,Holocene,U,,,,,,,,,,,
Ioto,Japan,24.751,141.289,169,Caldera,Historical,D1,,,,,,,,,,,
"Daun, Bukit",Indonesia,-3.38,102.37,2467,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Moyorodake [Medvezhia],Russia,45.389,148.838,1124,Somma volcano,Historical,D1,,,,,,,,,,,
Fuerteventura,Spain,28.358,-14.02,529,Fissure vent,Holocene,U,,,,,,,,,,,
"Cochons, Ile Aux",Indian Ocean,-46.1,50.23,775,Stratovolcano,Holocene,U,,,,,,,,,,,
Leizhou Bandao,China,20.83,109.78,259,Volcanic field,Holocene,U,,,,,,,,,,,
Lolo,Papua New Guinea,-5.466,150.509,796,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Chachadake [Tiatia],Russia,44.353,146.252,1822,Stratovolcano,Historical,D1,,,,,,,,,,,
Pinta,Ecuador,0.58,-90.75,780,Shield volcano,Historical,D2,,,,,,,,,,,
Machin,Colombia,4.487,-75.389,2749,Stratovolcano,Radiocarbon,D6,,,,,,,,,,,
Siple,Antarctica,-73.43,-126.67,3110,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Usulutan,El Salvador,13.419,-88.471,1449,Stratovolcano,Holocene,U,,,,,,,,,,,
Monowai,New Zealand,-25.887,-177.188,-132,Submarine volcano,Historical,D1,,,,,,,,,,,
Talakmau,Indonesia,0.079,99.98,2919,Complex volcano,Holocene,U,,,,,,,,,,,
Lubukraya,Indonesia,1.478,99.209,1862,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Ililabalekan,Indonesia,-8.55,123.38,1018,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Penanggungan,Indonesia,-7.616,112.62,1631,Stratovolcano,Holocene,U,,,,,,,,,,,
Teahitia,France,-17.564,-148.821,-1743,Submarine volcano,Seismicity,U,,,,,,,,,,,
Langila,Papua New Guinea,-5.525,148.42,1330,Complex volcano,Historical,D1,,,,,,,,,,,
Torfajokull,Iceland,63.892,-19.122,1280,Stratovolcano,Historical,D6,,,,,,,,,,,
Bazman,Iran,28.07,60,3490,Stratovolcano,Fumarolic,U,,,,,,,,,,,
San Vicente,El Salvador,13.595,-88.837,2182,Stratovolcano,Holocene,U,,,,,,,,,,,
Frosty,United States,55.067,-162.835,1728,Stratovolcano,Holocene,U,,,,,,,,,,,
Atlin Volcanic Field,Canada,59.68,-133.32,1880,Cinder cone,Historical,D3,,,,,,,,,,,
Lawu,Indonesia,-7.625,111.192,3265,Stratovolcano,Holocene,U,,,,,,,,,,,
Riendengan-Sempu,Indonesia,1.13,124.758,1549,Caldera,Fumarolic,U,,,,,,,,,,,
Buldir,United States,52.35,175.911,656,Stratovolcano,Holocene,U,,,,,,,,,,,
"Yojoa, Lago",Honduras,14.964,-87.983,1060,Volcanic field,Holocene,U,,,,,,,,,,,
Lanin,Argentina,-39.637,-71.502,3776,Stratovolcano,Holocene,U,,,,,,,,,,,
Lateiki,Tonga,-19.18,-174.87,43,Submarine volcano,Historical,D1,,,,,,,,,,,
Yavinsky,Russia,51.533,156.629,646,Cinder cone,Holocene,U,,,,,,,,,,,
West Mata,Tonga,-15.1,-173.75,-1174,Submarine volcano,Historical,D1,,,,,,,,,,,
Inierie,Indonesia,-8.875,120.95,2245,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Socompa,Argentina,-24.396,-68.246,6031,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Fagradalsfjall,Iceland,63.895,-22.258,250,Fissure vent,Holocene,D1,,,,,,,,,,,
Ambang,Indonesia,0.75,124.42,1795,Complex volcano,Historical,D3,,,,,,,,,,,
"Bayo Gorbea, Cerro",Argentina,-25.414,-68.588,5413,Complex volcano,Holocene,U,,,,,,,,,,,
Glacier Peak,United States,48.112,-121.113,3213,Stratovolcano,Tephrochronology,D4,,,,,,,,,,,
Karapinar Field,Turkey,37.667,33.6,1302,Cinder cone,Holocene,D7,,,,,,,,,,,
Huanquihue Group,Argentina,-39.887,-71.58,2189,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Sara Sara,Peru,-15.33,-73.45,5522,Cinder cone,Holocene,U,,,,,,,,,,,
Singkut,Indonesia,3.248,98.501,2181,Stratovolcano,Historical,D3,,,,,,,,,,,
Goodenough,Papua New Guinea,-9.358,150.246,220,Volcanic field,Holocene,U,,,,,,,,,,,
Garibaldi Lake,Canada,49.933,-123,2316,Volcanic field,Holocene,U,,,,,,,,,,,
San Martin,Mexico,18.57,-95.2,1650,Shield volcano,Historical,D4,,,,,,,,,,,
Motlav,Vanuatu,-13.67,167.67,411,Stratovolcano,Holocene,U,,,,,,,,,,,
Vakak Group,Afghanistan,34.25,67.97,3190,Volcanic field,Holocene,U,,,,,,,,,,,
"Maule, Laguna del",Chile,-36.058,-70.492,2162,Stratovolcano,Holocene,U,,,,,,,,,,,
Northern EPR at 9.8°N,Pacific Ocean,9.83,-104.3,-2500,Submarine volcano,Historical,D1,,,,,,,,,,,
San Carlos,Equatorial Guinea,3.35,8.52,2260,Shield volcano,Holocene,U,,,,,,,,,,,
Khangar,Russia,54.761,157.407,1967,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Licancabur,Chile,-22.83,-67.88,5916,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Mexico,28,-115,0,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Reclus,Chile,-50.964,-73.585,1000,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Stepovak Bay 2,United States,55.913,-160.041,1323,Cinder cone,Holocene,U,,,,,,,,,,,
Hululais,Indonesia,-3.247,102.239,2122,Compound volcano,Fumarolic,U,,,,,,,,,,,
Mono-Inyo Craters,United States,37.804,-119.029,2796,Lava dome,Radiocarbon,D6,,,,,,,,,,,
Axial Seamount,Pacific Ocean,45.95,-130,-1410,Submarine volcano,Historical,D1,,,,,,,,,,,
Puntiagudo-Cordon Cenizos,Chile,-40.969,-72.264,2493,Stratovolcano,Historical,D3,,,,,,,,,,,
Iraya,Philippines,20.469,122.01,1009,Stratovolcano,Historical,D6,,,,,,,,,,,
Thordarhyrna,Iceland,64.267,-17.617,1650,Stratovolcano,,D2,,,,,,,,,,,
Buckle Island,Antarctica,-66.78,163.25,1239,Stratovolcano,Historical,D3,,,,,,,,,,,
Snaefell,Iceland,64.798,-15.56,1833,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Atacazo,Ecuador,-0.353,-78.617,4463,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
"Eburru, Ol Doinyo",Kenya,-0.65,36.22,2856,Complex volcano,Holocene,U,,,,,,,,,,,
Southern Thule,Antarctica,-59.442,-27.225,1075,Stratovolcano,Historical,D1,,,,,,,,,,,
"Azul, Volcan",Nicaragua,12.53,-83.87,201,Cinder cone,Holocene,U,,,,,,,,,,,
Late,Tonga,-18.806,-174.65,540,Stratovolcano,Historical,D3,,,,,,,,,,,
Tutuila,American Samoa,-14.295,-170.7,653,Tuff cone,Holocene,U,,,,,,,,,,,
Barren Island,India,12.278,93.858,354,Stratovolcano,Historical,D1,,,,,,,,,,,
Shasta,United States,41.409,-122.193,4317,Stratovolcano,Historical,D4,,,,,,,,,,,
Damavand,Iran,35.951,52.109,5670,Stratovolcano,Holocene,U,,,,,,,,,,,
Myokosan,Japan,36.891,138.114,2454,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Yelia,Papua New Guinea,-7.05,145.858,3384,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Planchon-Peteroa,Chile,-35.223,-70.568,3977,Caldera,Historical,D1,,,,,,,,,,,
Smith Volcano,Philippines,19.523,121.94,2090,Stratovolcano,Historical,D2,,,,,,,,,,,
Tambo Quemado,Bolivia,-18.62,-68.75,4215,Maar,Holocene,Unknown,,,,,,,,,,,
Talagabodas,Indonesia,-7.208,108.07,2201,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Northern EPR at 16°N,Pacific Ocean,15.83,-105.43,-2300,Submarine volcano,Magnetism,D7,,,,,,,,,,,
Ankaizina Field,Madagascar,-14.3,48.67,2878,Cinder cone,Holocene,U,,,,,,,,,,,
Unnamed,United States,20.3,143.2,,Submarine volcano?,Uncertain,?,,,,,,,,,,,
Omanago Group,Japan,36.795,139.507,2341,Lava dome,Holocene,U,,,,,,,,,,,
Ranakah,Indonesia,-8.62,120.52,2350,Lava dome,Historical,D1,,,,,,,,,,,
Xianjindao,North Korea,41.33,128,0,Unknown,Historical,D5,,,,,,,,,,,
Rainier,United States,46.853,-121.76,4392,Stratovolcano,Dendrochronology,D3,,,,,,,,,,,
Uliaga,United States,53.065,-169.77,888,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Dana,United States,55.641,-161.214,1354,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
"Birk, Harrat al",Saudi Arabia,18.37,41.63,587,Volcanic field,Holocene,U,,,,,,,,,,,
Ebulobo,Indonesia,-8.817,121.191,2096,Stratovolcano,Historical,D1,,,,,,,,,,,
Unnamed,Indian Ocean,12.25,45,0,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Sturge Island,Antarctica,-67.4,164.83,1167,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Colli Albani,Italy,41.757,12.725,949,Caldera,Holocene,Unknown,,,,,,,,,,,
Cayley Volcanic Field,Canada,50.12,-123.28,2375,Volcanic field,,Unknown,,,,,,,,,,,
Chyulu Hills,Kenya,-2.68,37.88,2188,Volcanic field,Anthropology,D3,,,,,,,,,,,
Unnamed,Tonga,-18.325,-174.365,-40,Submarine volcano,Historical,D1,,,,,,,,,,,
Yucamane,Peru,-17.184,-70.196,5495,Stratovolcano,Historical,D4,,,,,,,,,,,
"Atlixcos, Los",Mexico,19.81,-96.527,775,Shield volcano,Holocene,U,,,,,,,,,,,
Silay,Philippines,10.77,123.23,1510,Stratovolcano,Holocene,U,,,,,,,,,,,
"Isabel, Isla",Mexico,21.848,-105.886,95,Stratovolcano,Holocene,U,,,,,,,,,,,
Inielika,Indonesia,-8.73,120.98,1559,Complex volcano,Historical,D2,,,,,,,,,,,
"Mariñaqui, Laguna",Chile,-38.255,-71.167,2108,Stratovolcano,Holocene,U,,,,,,,,,,,
Sao Tome,Sao Tome & Principe,0.32,6.72,2024,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Cuicocha,Ecuador,0.308,-78.364,3246,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Assab Volcanic Field,Eritrea,12.95,42.43,987,Volcanic field,Holocene,U,,,,,,,,,,,
Apastepeque Field,El Salvador,13.72,-88.77,700,Volcanic field,Holocene,U,,,,,,,,,,,
Gemini-Oscostar,Pacific Ocean,-20.98,170.28,-80,Submarine volcano,Historical,D1,,,,,,,,,,,
Imun,Indonesia,2.15,98.93,1505,Unknown,Holocene,Unknown,,,,,,,,,,,
Slamet,Indonesia,-7.242,109.208,3428,Stratovolcano,Historical,D1,,,,,,,,,,,
Matthew Island,Pacific Ocean,-22.33,171.32,177,Stratovolcano,Historical,D2,,,,,,,,,,,
Cuilapa-Barbarena,Guatemala,14.33,-90.4,1454,Volcanic field,Holocene,U,,,,,,,,,,,
"Longavi, Nevado de",Chile,-36.193,-71.161,3242,Stratovolcano,Holocene,U,,,,,,,,,,,
Kronotsky,Russia,54.753,160.533,3482,Stratovolcano,Historical,D2,,,,,,,,,,,
"Santiago, Cerro",Guatemala,14.33,-89.87,1192,Volcanic field,Holocene,U,,,,,,,,,,,
Paricutin Volcanic Field,Mexico,19.48,-102.25,3860,Cinder cone,Historical,D2,,,,,,,,,,,
Yokodake,Japan,36.087,138.32,2480,Stratovolcano,Holocene,U,,,,,,,,,,,
"Barrier, The",Kenya,2.32,36.57,1032,Shield volcano,Historical,D2,,,,,,,,,,,
Hell's Half Acre,United States,43.5,-112.45,1631,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
Calabozos,Chile,-35.558,-70.496,3508,Caldera,Holocene,U,,,,,,,,,,,
Reporoa,New Zealand,-38.42,176.33,592,Caldera,Tephrochronology,D6,,,,,,,,,,,
Schmidt,Russia,54.92,160.63,2020,Shield volcano,Holocene,U,,,,,,,,,,,
Longonot,Kenya,-0.914,36.446,2776,Stratovolcano,Anthropology,D3,,,,,,,,,,,
Matutum,Philippines,6.37,125.07,2286,Stratovolcano,Holocene,U,,,,,,,,,,,
Dacht-I-Navar Group,Afghanistan,33.95,67.92,3800,Lava dome,Holocene,U,,,,,,,,,,,
Snezhniy,Russia,58.02,160.8,2169,Shield volcano,Holocene,U,,,,,,,,,,,
Takuan Group,Papua New Guinea,-6.442,155.608,2210,Volcanic complex,Holocene,U,,,,,,,,,,,
Wudalianchi,China,48.722,126.15,597,Volcanic field,Historical,D4,,,,,,,,,,,
Dotsero,United States,39.661,-107.035,2230,Maar,Radiocarbon,D7,,,,,,,,,,,
Diamond Craters,United States,43.1,-118.75,1435,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Kabargin Oth Group,Georgia,42.55,44,3650,Cinder cone,Holocene,U,,,,,,,,,,,
Sangeang Api,Indonesia,-8.2,119.07,1912,Complex volcano,Historical,D1,,,,,,,,,,,
Tolmachev Dol,Russia,52.63,157.58,1021,Cinder cone,Holocene,U,,,,,,,,,,,
Bristol Island,Antarctica,-59.017,-26.533,1100,Stratovolcano,Historical,D2,,,,,,,,,,,
"Tigre, El",El Salvador,13.47,-88.43,1640,Stratovolcano,Holocene,U,,,,,,,,,,,
Lakagigar,Iceland,64.42,-17.33,1725,Caldera,Historical,D1,,,,,,,,,,,
Manengouba,Cameroon,5.03,9.83,2411,Stratovolcano,Holocene,U,,,,,,,,,,,
Tilocalar,Chile,-23.97,-68.13,3109,Stratovolcano,Holocene,U,,,,,,,,,,,
Patoc,Philippines,17.147,120.98,1865,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Cherpuk Group,Russia,55.55,157.47,1868,Pyroclastic cones,Radiocarbon,D7,,,,,,,,,,,
Blup Blup,Papua New Guinea,-3.507,144.605,402,Stratovolcano,Holocene,U,,,,,,,,,,,
Cleft Segment,Pacific Ocean,44.83,-130.3,-2140,Submarine volcano,Historical,D1,,,,,,,,,,,
Telomoyo,Indonesia,-7.362,110.4,1864,Stratovolcano,Holocene,U,,,,,,,,,,,
"Chachani, Nevado",Peru,-16.191,-71.53,6057,Stratovolcano,Holocene?,?,,,,,,,,,,,
Payun Matru,Argentina,-36.422,-69.241,3715,Shield volcano,Holocene,U,,,,,,,,,,,
Nyambeni Hills,Kenya,0.23,37.87,750,Shield volcano,Holocene,U,,,,,,,,,,,
Kama'ehuakanaloa,United States,18.92,-155.27,-975,Submarine volcano,Historical,D1,,,,,,,,,,,
Kaileney,Russia,57.8,160.67,1582,Shield volcano,Holocene,U,,,,,,,,,,,
Bachelor,United States,43.979,-121.688,2763,Stratovolcano,Tephrochronology,D7,,,,,,,,,,,
Pagan,United States,18.13,145.8,570,Stratovolcano,Historical,D1,,,,,,,,,,,
Kukak,United States,58.453,-154.355,2043,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Bus-Obo,Mongolia,47.12,109.08,1162,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Palinuro,Italy,39.48,14.83,-70,Submarine volcano,Radiocarbon,D7,,,,,,,,,,,
Tin Zaouatene Volcanic Field,Mali,19.83,2.83,700,Volcanic field,Holocene,U,,,,,,,,,,,
Iskut-Unuk River Cones,Canada,56.58,-130.55,1880,Cinder cone,Radiocarbon,D3,,,,,,,,,,,
Visoke,Rwanda,-1.458,29.485,3696,Stratovolcano,Historical,D2,,,,,,,,,,,
Southern Sikhote-Alin,Russia,44.5,135.5,0,Volcanic field,Holocene,U,,,,,,,,,,,
Lolobau,Papua New Guinea,-4.92,151.158,858,Caldera,Historical,D2,,,,,,,,,,,
"Humeros, Los",Mexico,19.68,-97.45,3150,Caldera,Holocene,Unknown,,,,,,,,,,,
Akan,Japan,43.384,144.013,1499,Caldera,Historical,D1,,,,,,,,,,,
Aragats,Armenia,40.53,44.2,4095,Stratovolcano,Holocene,U,,,,,,,,,,,
Koro,Fiji,-17.32,179.4,522,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Lassen Volcanic Center,United States,40.492,-121.508,3187,Stratovolcano,Historical,D2,,,,,,,,,,,
Colachi,Chile,-23.236,-67.645,5631,Stratovolcano,Holocene,U,,,,,,,,,,,
Biu Plateau,Nigeria,10.75,12,0,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Tangkoko-Duasudara,Indonesia,1.518,125.185,1334,Stratovolcano,Historical,D3,,,,,,,,,,,
Uinkaret Field,United States,36.38,-113.13,1555,Volcanic field,Holocene,U,,,,,,,,,,,
Tandikat-Singgalang,Indonesia,-0.39,100.331,2854,Stratovolcano,Historical,D2,,,,,,,,,,,
Moffett,United States,51.944,-176.747,1196,Stratovolcano,Holocene,U,,,,,,,,,,,
Garibaldi,Canada,49.85,-123,2678,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Fonualei,Tonga,-18.023,-174.317,188,Stratovolcano,Historical,D2,,,,,,,,,,,
Stepovak Bay 3,United States,55.929,-160.002,1555,Cinder cone,Holocene?,?,,,,,,,,,,,
Narcondum,India,13.43,94.28,710,Stratovolcano,Holocene,U,,,,,,,,,,,
"Marra, Jebel",Sudan,12.95,24.27,3042,Volcanic field,Radiocarbon,D7,,,,,,,,,,,
Mahagnao,Philippines,10.882,124.888,860,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Royal Society Range,Antarctica,-78.25,163.33,3000,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Unnamed,Russia,52.88,158.3,700,Shield volcano,Holocene,U,,,,,,,,,,,
East Diamante,United States,15.93,145.67,-127,Submarine volcano,Historical,D1,,,,,,,,,,,
Manuk,Pacific Ocean,-5.543,130.303,257,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Sanganguey,Mexico,21.45,-104.73,2340,Stratovolcano,Holocene,U,,,,,,,,,,,
Northern Lake Abaya Volcanic Field,Ethiopia,6.76,37.97,1594,Volcanic field,,Unknown,,,,,,,,,,,
Gorny Institute,Russia,57.33,160.2,2125,Stratovolcano,Holocene,U,,,,,,,,,,,
"Viedma, Volcan",Argentina,-49.358,-73.28,1300,Subglacial volcano,Historical,D1,,,,,,,,,,,
Kussharo,Japan,43.615,144.427,574,Caldera,Tephrochronology,D6,,,,,,,,,,,
Pali-Aike Volcanic Field,Chile,-52.082,-69.698,282,Cinder cone,Anthropology,D7,,,,,,,,,,,
Kinenin,Russia,57.35,160.97,583,Maar,Radiocarbon,D6,,,,,,,,,,,
Groppo,Ethiopia,11.816,40.242,852,Stratovolcano,Holocene,U,,,,,,,,,,,
Bilate River Field,Ethiopia,7.07,38.1,1700,Maar,Holocene,U,,,,,,,,,,,
Chachimbiro,Ecuador,0.468,-78.287,4106,Caldera,Radiocarbon,D7,,,,,,,,,,,
Trolon,Argentina,-37.738,-70.906,2360,Lava domes,Holocene?,?,,,,,,,,,,,
Unnamed,Syria,32.658,36.425,1436,Volcanic field,Holocene,U,,,,,,,,,,,
"Est, Ile de l'",French Southern & Antarctic Lands,-46.43,52.2,1090,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Unnamed,United States,23.58,-163.83,-4000,Submarine volcano,Historical,D2,,,,,,,,,,,
Denison,United States,58.418,-154.449,2287,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Tahalra Volcanic Field,Algeria,22.67,5,1467,Pyroclastic cones,Holocene,U,,,,,,,,,,,
Lobster,Tonga,-15.333,-176.283,-1500,Submarine,,Unknown,,,,,,,,,,,
Mokuyo Seamount,Japan,28.327,140.572,-933,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Nightingale Island,United Kingdom,-37.42,-12.48,365,Stratovolcano,Historical,D1,,,,,,,,,,,
Tronador,Chile,-41.157,-71.885,3478,Stratovolcano,Holocene?,?,,,,,,,,,,,
Tata Sabaya,Chile,-19.13,-68.53,5430,Unknown,Holocene,Unknown,,,,,,,,,,,
Lindenberg Island,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Uncertain,Unknown,,,,,,,,,,,
Quezaltepeque,Guatemala,14.57,-89.45,1200,Volcanic field,Holocene,U,,,,,,,,,,,
Unnamed,Netherlands,16.13,-61.28,-7,Submarine volcano,Historical,D3,,,,,,,,,,,
Kao,Tonga,-19.668,-175.016,1009,Stratovolcano,Holocene,U,,,,,,,,,,,
Bolshoi Payalpan,Russia,55.88,157.78,1906,Shield volcano,Holocene,U,,,,,,,,,,,
Niuatahi,Tonga,-15.379,-174.003,-1270,Caldera,,Unknown,,,,,,,,,,,
Khodutka,Russia,52.062,157.711,2039,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Iliboleng,Indonesia,-8.342,123.258,1659,Stratovolcano,Historical,D1,,,,,,,,,,,
Paulet,Antarctica,-63.579,-55.78,353,Cinder cone,Holocene,U,,,,,,,,,,,
Unnamed,Ethiopia,8.62,38.95,1800,Fissure vent,Holocene,U,,,,,,,,,,,
Nantaisan,Japan,36.765,139.491,2486,Stratovolcano,Holocene,U,,,,,,,,,,,
Taapaca,Chile,-18.1,-69.5,5860,Lava dome,Holocene,U,,,,,,,,,,,
"Lumut Balai, Bukit",Indonesia,-4.22,103.62,2055,Stratovolcano,Fumarolic,U,,,,,,,,,,,
